,edge_id,from_node_id,to_node_id
311,311,294,125
312,312,295,458
313,313,296,171
314,314,296,386
315,315,296,79
316,316,297,309
317,317,297,373
318,318,297,387
319,319,65,454
320,320,65,386
321,321,299,69
322,322,72,162
323,323,72,133
324,324,54,410
325,325,54,318
326,326,300,345
327,327,300,421
328,328,301,393
329,329,301,174
330,330,302,428
331,331,302,105
332,332,302,493
333,333,303,521
334,334,303,396
335,335,303,483
336,336,303,125
337,337,304,101
338,338,305,458
339,339,305,23
340,340,307,452
341,341,307,485
342,342,307,109
343,343,308,121
344,344,308,137
345,345,308,407
346,346,309,335
347,347,309,145
348,348,310,116
349,349,311,464
350,350,311,84
351,351,312,135
352,352,313,368
353,353,314,358
354,354,314,111
355,355,315,402
356,356,315,456
357,357,315,98
358,358,315,109
359,359,317,484
360,360,317,350
361,361,318,167
362,362,319,141
363,363,319,84
364,364,319,385
365,365,320,515
366,366,320,462
367,367,320,492
368,368,321,488
369,369,321,137
370,370,322,90
371,371,322,130
372,372,322,343
373,373,322,77
374,374,323,508
375,375,323,390
376,376,323,506
377,377,324,341
378,378,324,357
379,379,324,418
380,380,25,499
381,381,25,359
382,382,325,351
383,383,325,348
384,384,325,120
385,385,327,400
386,386,327,117
387,387,327,87
388,388,328,328
389,389,32,81
390,390,32,55
391,391,32,358
392,392,329,512
393,393,330,39
394,394,330,27
395,395,331,170
396,396,331,435
397,397,332,151
398,398,332,135
399,399,332,107
400,400,59,426
401,401,59,50
402,402,59,41
403,403,333,512
404,404,334,460
405,405,335,429
406,406,335,113
407,407,336,176
408,408,336,118
409,409,337,392
410,410,337,105
411,411,339,410
412,412,339,454
413,413,341,364
414,414,18,111
415,415,342,492
416,416,342,358
417,417,342,111
418,418,343,77
419,419,343,130
420,420,344,107
421,421,344,150
422,422,345,441
423,423,346,369
424,424,346,141
425,425,346,385
426,426,347,400
427,427,347,86
428,428,348,520
429,429,348,436
430,430,349,223
431,431,349,298
432,432,349,161
433,433,350,411
434,434,351,148
435,435,351,447
436,436,352,420
437,437,352,499
438,438,353,114
439,439,353,177
440,440,354,517
441,441,354,467
442,442,77,424
443,443,355,491
444,444,355,476
445,445,355,422
446,446,28,525
447,447,28,507
448,448,28,519
449,449,356,2
450,450,356,514
451,451,357,128
452,452,357,498
453,453,358,413
454,454,360,467
455,455,360,360
456,456,360,512
457,457,361,97
458,458,362,450
459,459,362,470
460,460,7,82
461,461,7,396
462,462,7,67
463,463,363,114
464,464,363,104
465,465,364,91
466,466,48,34
467,467,47,62
468,468,47,1
469,469,366,502
470,470,367,88
471,471,367,146
472,472,14,100
473,473,14,490
474,474,14,129
475,475,69,100
476,476,69,129
477,477,368,381
478,478,369,479
479,479,370,85
480,480,370,63
481,481,371,379
482,482,371,140
483,483,371,484
484,484,372,52
485,485,373,504
486,486,374,461
487,487,374,434
488,488,375,397
489,489,375,488
490,490,375,407
491,491,376,23
492,492,376,432
493,493,377,163
494,494,377,169
495,495,378,496
496,496,378,388
497,497,379,100
498,498,379,103
499,499,380,472
500,500,381,455
501,501,383,93
502,502,383,68
503,503,383,149
504,504,383,53
505,505,384,89
506,506,384,13
507,507,384,340
508,508,385,518
509,509,387,145
510,510,388,465
511,511,390,168
512,512,391,9
513,513,391,443
514,514,391,161
515,515,392,97
516,516,394,137
517,517,395,49
518,518,395,5
519,519,396,83
520,520,397,423
521,521,398,411
522,522,398,101
523,523,399,139
524,524,401,101
525,525,401,157
526,526,402,433
527,527,403,11
528,528,403,500
529,529,403,523
530,530,404,440
531,531,405,29
532,532,405,389
533,533,405,172
534,534,407,424
535,535,409,115
536,536,410,422
537,537,411,479
538,538,412,415
539,539,412,523
540,540,413,459
541,541,4,152
542,542,414,61
543,543,414,30
544,544,414,17
545,545,415,425
546,546,417,165
547,547,417,42
548,548,418,98
549,549,419,151
550,550,419,26
551,551,419,494
552,552,420,132
553,553,421,94
554,554,422,110
555,555,1,63
556,556,424,502
557,557,425,91
558,558,427,131
559,559,427,113
560,560,428,106
561,561,428,449
562,562,429,113
563,563,37,442
564,564,37,143
565,565,430,40
566,566,430,74
567,567,430,19
568,568,431,144
569,569,431,92
570,570,432,146
571,571,433,434
572,572,435,478
573,573,436,122
574,574,437,92
575,575,438,105
576,576,440,89
577,577,440,51
578,578,441,99
579,579,441,169
580,580,442,123
581,581,442,5
582,582,444,164
583,583,445,165
584,584,446,481
585,585,446,472
586,586,448,156
587,587,448,154
588,588,450,166
589,589,51,515
590,590,51,89
591,591,451,138
592,592,451,136
593,593,452,124
594,594,453,509
595,595,454,491
596,596,455,11
597,597,457,117
598,598,457,460
599,599,2,487
600,600,459,492
601,601,460,497
602,602,461,153
603,603,461,132
604,604,462,515
605,605,462,497
606,606,462,468
607,607,463,505
608,608,463,471
609,609,465,126
610,610,466,171
611,611,466,116
612,612,467,517
613,613,467,497
614,614,468,515
615,615,468,87
616,616,469,174
617,617,55,477
618,618,55,162
619,619,473,46
620,620,473,486
621,621,24,510
622,622,475,49
623,623,475,522
624,624,475,524
625,625,476,98
626,626,478,478
627,627,479,480
628,628,480,174
629,629,483,58
630,630,483,70
631,631,484,150
632,632,485,124
633,633,485,498
634,634,486,156
635,635,494,151
636,636,494,26
637,637,496,177
638,638,498,109
639,639,500,34
640,640,501,172
641,641,504,76
642,642,504,73
643,643,506,78
644,644,508,149
645,645,509,338
646,646,60,129
647,647,60,173
648,648,510,143
649,649,513,134
650,650,514,127
651,651,39,516
652,652,516,38
653,653,516,170
654,654,517,125
655,655,518,141
656,656,518,80
657,657,519,85
658,658,520,168
659,659,522,88
660,660,49,88
661,661,42,63
662,662,79,160
663,663,527,160
664,664,527,119
665,665,88,8
666,666,89,56
667,667,90,166
668,668,91,176
669,669,95,134
670,670,95,115
671,671,96,159
672,672,97,114
673,673,98,122
674,674,99,124
675,675,102,154
676,676,102,116
677,677,103,136
678,678,107,129
679,679,112,20
680,680,112,21
681,681,121,160
682,682,127,16
683,683,127,194
684,684,131,177
685,685,136,144
686,686,138,289
687,687,138,66
688,688,145,164
689,689,147,152
690,690,155,158
691,691,161,15
692,692,175,45
693,693,175,64
694,694,175,33
